user_id,dtw_id,rating
133,98,4.5
105,31,4.3
87,61,3.0
196,83,4.1
83,21,3.9
153,88,3.9
127,6,4.2
92,27,5.0
126,61,4.2
187,50,3.8
48,2,3.4
4,87,4.8
7,45,4.9
53,98,3.9
95,51,4.7
177,66,3.5
26,39,5.0
10,4,4.5
14,55,3.9
9,65,4.6
130,78,3.6
182,13,3.9
96,33,4.2
157,41,3.1
15,16,4.7
162,19,4.0
196,79,3.9
68,69,3.6
25,54,4.3
31,13,4.2
180,105,3.7
143,82,3.0
133,26,4.6
160,28,4.4
34,41,3.9
168,106,4.4
53,25,4.0
138,55,3.2
5,40,3.3
138,62,4.7
152,8,4.3
172,21,4.2
36,62,4.8
130,90,3.5
63,105,3.6
150,82,3.2
54,93,4.6
145,64,3.6
39,22,4.6
100,4,4.3
189,2,3.2
34,42,3.7
144,95,4.9
191,31,3.6
161,19,4.2
5,102,4.3
67,32,4.9
46,102,3.0
96,61,4.2
131,31,4.4
194,23,3.4
198,81,3.2
23,104,4.9
33,36,3.3
101,85,4.0
131,94,4.6
152,75,3.8
158,50,3.3
73,103,3.5
66,65,4.3
101,65,4.1
156,90,4.8
11,28,3.5
179,17,4.2
56,98,3.2
175,41,4.5
61,78,3.1
79,56,4.1
77,93,4.5
129,73,3.3
46,66,4.1
54,46,3.6
128,100,3.6
193,16,4.6
198,97,4.0
86,28,4.7
114,95,3.7
51,10,3.7
24,45,3.8
61,102,4.3
112,28,4.6
16,95,4.6
14,33,4.2
70,14,3.5
45,70,3.2
88,99,3.3
93,79,3.2
49,85,3.7
82,8,5.0
20,64,4.1
76,81,4.8
123,42,4.5
51,68,3.7
7,35,3.5
139,94,4.0
151,29,3.1
42,51,4.9
169,47,4.6
176,103,3.3
113,87,3.1
55,9,4.4
48,53,4.6
59,43,3.2
72,93,3.0
29,60,4.9
13,55,3.1
148,59,4.8
40,96,3.5
67,23,4.3
17,85,3.8
32,38,4.4
119,48,3.6
172,33,3.7
168,97,4.5
41,23,3.4
166,85,3.7
86,102,3.4
144,25,3.9
118,17,4.6
30,25,4.8
197,23,4.7
126,13,3.9
117,84,4.3
42,37,4.5
91,43,4.8
139,10,3.7
86,99,4.7
92,71,3.3
58,19,3.6
54,29,4.0
154,16,4.8
108,24,4.9
110,72,3.7
170,27,3.0
175,23,4.2
68,78,4.2
8,63,4.3
177,53,4.4
161,39,3.1
165,84,3.1
51,79,4.7
100,37,4.9
62,72,4.7
92,91,4.4
108,78,4.4
140,91,4.6
117,24,3.7
99,66,3.4
131,106,3.2
184,86,3.3
103,45,4.4
103,27,4.8
133,17,3.9
8,70,3.6
25,46,3.9
111,50,4.6
168,77,4.8
151,24,4.2
33,77,4.1
53,71,3.5
112,93,3.3
67,37,4.0
38,83,3.9
3,76,3.5
137,79,4.6
23,15,4.7
75,45,4.7
29,86,3.1
171,49,4.7
132,39,4.0
60,85,4.5
9,37,4.5
192,14,4.9
65,75,3.9
29,1,3.3
38,66,3.7
24,45,4.1
28,19,4.2
89,30,4.7
75,65,3.3
84,39,4.4
15,66,3.4
91,1,4.9
116,3,3.7
80,98,4.7
141,6,3.2
120,9,3.5
132,56,3.5
194,92,3.6
35,1,3.5
127,63,4.2
144,16,3.5
116,90,4.7
159,23,3.7
200,70,4.7
188,2,4.9
46,88,4.4
104,23,3.8
79,6,4.2
121,60,4.8
175,68,4.2
168,14,3.8
39,92,3.3
90,57,4.0
85,58,3.6
127,27,3.5
62,80,5.0
152,13,3.2
180,98,4.2
83,46,4.9
138,101,4.4
52,99,5.0
165,11,3.1
97,5,5.0
122,16,4.3
43,7,3.8
21,18,4.5
128,77,4.0
60,47,4.0
63,90,4.9
143,27,4.3
111,79,4.2
174,34,3.5
145,16,4.0
187,30,4.8
22,96,3.1
157,93,3.1
108,91,3.4
110,83,3.0
190,49,3.8
89,101,3.9
39,82,3.5
181,13,4.9
177,62,5.0
142,101,4.7
75,10,3.7
25,105,4.4
105,91,3.5
149,37,3.5
108,44,4.5
64,78,4.9
191,14,4.0
120,25,4.8
100,85,4.5
107,63,4.5
199,80,4.8
179,72,4.7
52,105,4.0
64,83,4.4
12,35,3.3
102,28,3.8
155,96,3.5
12,27,4.1
68,6,3.3
121,105,3.9
10,17,4.6
190,100,3.9
131,94,3.7
22,62,4.9
67,84,3.1
197,15,3.3
124,16,3.1
104,82,3.7
58,23,4.4
59,106,3.1
194,3,4.5
167,38,3.9
11,104,3.2
114,32,3.4
116,101,3.9
107,19,3.1
73,92,4.5
61,106,4.3
23,41,3.6
171,70,4.0
10,63,4.5
171,37,3.7
64,53,3.5
32,64,3.7
124,42,3.8
184,93,3.5
9,70,4.4
91,77,4.7
2,1,3.0
117,55,3.2
89,30,3.1
68,27,3.7
96,36,4.0
78,71,3.5
77,41,4.7
148,75,3.1
129,80,3.2
76,81,3.7
22,41,4.4
156,73,4.3
149,52,4.1
66,80,4.4
163,6,4.3
119,88,3.2
149,59,3.3
70,104,4.8
175,11,4.2
24,14,4.8
127,49,5.0
114,63,3.6
142,92,3.6
35,78,3.0
7,11,4.5
50,12,4.0
66,39,3.3
173,21,3.4
134,57,4.2
140,90,3.4
69,14,4.7
150,7,4.7
97,63,3.5
147,15,3.8
127,1,4.1
185,10,3.3
144,49,4.7
168,102,3.2
118,92,3.7
66,96,4.5
44,11,4.6
107,77,5.0
32,38,3.3
54,84,3.5
24,98,4.4
68,87,4.8
34,11,3.6
91,40,3.2
199,91,3.9
170,86,3.4
92,89,3.0
54,73,4.0
191,31,4.6
45,55,3.7
192,33,4.4
111,48,3.9
35,85,3.3
141,95,3.9
161,78,3.7
153,9,4.2
10,88,4.3
86,21,3.1
161,91,4.5
132,23,3.5
106,93,3.8
123,44,5.0
84,2,3.2
143,78,3.0
161,21,3.1
42,62,3.4
3,22,3.0
82,93,4.9
30,64,4.8
14,100,4.9
155,89,3.1
170,82,3.6
16,20,3.4
65,21,3.4
112,35,3.3
149,59,3.5
95,88,4.8
156,75,3.5
104,93,4.3
52,23,3.2
142,65,4.4
113,76,3.5
31,88,4.7
108,78,3.7
181,28,3.4
192,83,3.6
162,43,3.4
72,12,3.9
132,69,4.6
167,25,3.3
128,27,3.3
118,33,4.7
115,45,3.1
154,103,3.5
186,46,4.2
163,8,4.9
170,26,3.2
185,89,4.3
13,58,3.5
153,37,3.4
120,7,3.2
121,102,4.6
74,84,4.3
95,53,4.5
164,89,4.1
1,46,4.1
136,93,4.4
51,47,3.5
31,61,4.5
80,33,3.3
128,100,5.0
59,104,3.3
27,75,4.8
79,3,4.8
89,26,3.7
36,5,3.8
174,96,3.6
168,86,4.6
179,22,4.0
6,44,4.1
140,8,4.5
177,67,4.6
48,18,4.0
76,68,3.9
193,49,4.5
71,61,4.4
100,13,3.4
14,25,4.2
118,31,4.9
168,103,4.3
96,5,3.2
158,9,3.9
134,47,4.5
183,98,3.0
9,4,3.9
197,56,4.8
104,18,4.0
177,41,3.7
151,37,4.2
15,22,3.1
88,26,4.3
150,3,4.6
84,95,3.0
194,37,3.6
44,71,4.9
191,68,3.5
149,22,3.8
87,74,4.0
155,4,3.2
121,97,3.2
101,76,4.7
22,54,3.1
33,101,3.4
24,74,3.7
190,99,3.6
180,12,4.1
135,36,4.9
178,6,4.8
69,85,3.7
65,26,4.1
113,47,4.7
98,14,4.6
37,36,3.2
159,30,3.3
176,70,4.8
36,33,3.2
79,68,3.2
2,5,4.4
167,35,4.0
182,90,3.4
19,1,3.7
142,72,4.2
179,27,4.1
122,35,4.0
148,33,4.8
7,19,4.6
18,8,4.2
17,95,4.9
198,22,4.9
86,60,3.1
113,53,3.1
105,83,4.2
118,17,4.2
13,69,4.3
181,39,3.5
116,84,3.7
57,34,4.1
200,62,4.0
69,3,4.4
32,64,4.4
124,84,4.1
8,52,4.8
40,18,4.4
97,35,4.4
130,83,4.9
8,53,4.0
177,6,3.5
138,4,3.5
198,5,3.7
194,23,4.5
52,5,3.9
6,104,4.9
144,35,4.8
100,99,3.7
170,61,3.2
156,32,3.4
40,35,3.2
164,47,4.5
81,34,3.2
171,22,3.9
164,62,3.6
119,74,4.7
38,11,4.8
49,7,3.6
133,41,3.0
25,14,4.6
71,35,4.2
88,86,3.9
161,92,4.7
125,36,4.1
189,31,3.7
3,56,3.1
116,64,4.9
53,41,4.1
21,6,4.7
109,50,4.7
116,99,3.2
115,35,4.0
159,68,3.8
199,82,3.4
60,1,4.7
138,15,3.5
130,66,3.2
33,44,4.5
120,102,3.7
127,17,3.7
19,26,4.2
36,68,4.5
110,69,4.4
2,103,5.0
74,106,3.2
89,91,4.9
105,97,3.8
89,34,3.7
145,40,3.7
151,26,4.0
25,44,5.0
184,45,4.1
3,31,3.7
113,50,3.6
56,94,3.8
32,88,3.2
131,90,3.9
20,89,4.3
143,18,4.9
143,100,4.3
130,78,3.9
154,100,4.1
136,65,4.5
48,52,3.6
8,45,4.6
29,42,3.3
16,39,4.9
36,77,3.7
126,69,4.4
53,64,4.5
183,77,4.0
59,5,3.3
134,87,3.9
181,50,3.9
88,104,3.0
125,32,3.0
167,73,3.4
123,13,4.9
60,10,4.8
91,5,3.6
60,7,3.5
125,34,4.8
93,47,3.4
80,39,3.9
183,71,4.9
189,16,4.9
78,35,4.5
101,100,3.1
113,75,4.7
85,52,4.5
102,63,4.6
108,65,3.4
68,9,4.1
106,32,3.7
64,9,4.3
94,76,4.3
198,84,3.5
160,97,4.7
139,31,4.1
124,67,4.0
116,13,4.8
47,44,3.9
4,96,3.3
117,58,3.9
71,42,3.0
93,34,4.1
59,96,4.2
187,74,3.4
172,34,4.1
109,79,4.9
28,71,4.3
107,19,5.0
155,49,4.9
60,46,4.4
178,4,4.0
39,88,4.2
35,5,3.7
83,60,4.2
185,63,4.2
2,38,3.2
103,58,3.2
162,99,4.2
100,34,3.8
116,41,3.4
6,85,3.4
91,30,3.8
146,96,3.6
169,8,4.1
186,14,3.6
175,102,3.6
93,91,4.1
20,41,3.4
94,25,4.9
46,53,3.7
172,14,4.6
12,100,3.4
16,49,3.8
168,4,4.6
17,81,3.8
36,28,4.1
182,90,3.2
80,54,3.9
195,79,3.3
105,97,4.5
56,71,4.3
113,30,4.5
198,91,4.0
8,101,4.2
135,24,4.8
121,6,5.0
167,51,4.2
101,74,4.6
3,7,4.0
141,70,3.4
70,46,4.7
124,55,4.6
133,78,4.7
3,64,4.4
153,57,4.8
200,95,4.9
27,37,3.6
186,4,3.6
128,28,3.7
193,56,4.1
62,70,3.6
83,29,3.1
65,69,3.5
165,25,3.4
69,18,4.8
186,79,3.1
157,3,4.3
30,24,3.2
120,8,3.4
91,47,4.8
113,86,4.0
124,27,3.1
21,44,3.5
15,74,4.9
65,16,3.3
99,61,3.6
140,89,4.9
184,94,3.8
84,68,3.7
136,101,3.1
76,4,3.9
52,102,3.1
195,78,4.6
156,56,3.5
90,37,4.5
144,63,4.3
62,64,3.0
40,25,4.1
171,88,4.6
5,17,3.5
151,22,3.4
188,8,4.0
36,77,3.7
183,62,4.8
94,5,4.1
185,105,4.2
28,52,3.7
109,90,4.9
17,2,3.5
96,50,4.0
172,53,3.9
67,37,3.2
84,99,4.4
114,89,3.3
146,10,4.0
65,6,3.9
176,78,4.4
56,49,4.2
194,70,3.4
165,100,3.4
10,18,4.8
170,64,4.7
169,25,4.2
95,68,4.4
15,49,3.7
148,106,3.2
146,20,4.1
20,72,4.6
146,73,3.6
166,12,3.5
46,101,4.6
182,35,4.6
148,46,4.2
78,37,4.3
109,84,3.5
189,90,4.5
50,73,5.0
105,9,3.1
27,15,4.2
8,13,4.5
136,25,3.1
38,106,3.0
68,56,4.4
122,43,3.1
70,55,4.6
17,50,3.5
154,62,3.6
88,73,3.8
55,55,4.2
112,55,4.5
179,43,5.0
160,23,3.7
94,92,3.4
60,22,4.8
127,58,3.1
84,65,4.7
4,60,4.7
161,103,3.6
132,98,4.2
78,100,4.6
129,36,3.2
169,1,3.0
174,95,4.3
95,74,3.6
176,71,4.7
153,11,3.6
161,1,4.9
72,45,3.5
157,18,4.8
161,100,4.3
67,55,4.4
20,64,4.3
131,39,4.1
176,79,4.3
45,80,4.1
60,19,4.7
149,20,4.6
173,72,4.3
146,39,4.3
100,53,3.6
158,12,3.7
70,106,4.0
85,54,4.1
139,24,3.4
186,88,3.2
27,35,3.6
153,43,3.6
145,47,3.8
115,47,3.1
76,75,4.7
50,50,3.7
109,13,3.7
26,43,3.9
194,24,3.3
174,32,4.3
64,61,3.3
186,49,3.1
196,85,3.1
9,37,3.1
10,9,3.4
74,2,3.4
196,95,3.8
100,19,3.3
168,41,3.9
43,76,5.0
131,21,4.0
163,46,4.4
2,46,3.9
86,78,3.8
173,18,3.2
19,93,3.2
57,2,4.0
74,54,4.1
83,14,4.9
56,63,4.2
168,7,4.7
103,42,4.2
107,73,4.7
68,97,4.6
96,99,4.7
135,77,3.4
103,96,4.9
7,33,3.9
56,22,3.2
16,4,5.0
165,77,3.2
98,48,4.5
120,22,4.8
101,65,4.6
200,44,3.8
97,27,3.7
94,45,4.2
175,103,4.9
30,45,3.5
184,10,5.0
103,18,3.9
94,48,3.8
84,64,3.6
26,2,4.8
190,84,3.1
89,76,3.8
19,31,4.8
44,17,4.2
33,94,4.7
18,20,4.8
8,46,3.7
131,54,4.5
184,23,3.5
15,104,4.5
164,63,4.8
121,12,4.7
16,40,3.2
150,82,3.3
68,22,3.3
98,2,4.0
199,49,3.4
34,53,3.5
22,92,3.6
110,102,3.7
158,84,3.2
122,70,3.1
66,84,4.2
18,46,3.6
72,96,3.2
66,56,4.8
104,101,4.3
165,1,4.5
25,91,3.6
125,3,4.3
131,17,3.9
196,46,4.1
89,58,3.5
4,68,3.1
188,32,4.5
79,46,3.8
7,51,4.2
133,89,3.4
106,55,3.4
150,33,3.8
74,26,3.7
20,13,4.5
191,8,3.3
104,38,3.1
124,30,4.6
172,67,4.9
159,93,3.2
98,82,4.9
83,84,3.3
147,83,3.9
183,21,4.4
151,54,4.6
62,20,4.4
10,29,4.3
159,73,3.5
14,80,4.0
99,71,3.9
167,27,4.3
193,46,4.7
77,74,4.9
27,10,3.4
125,35,4.5
146,71,3.4
155,59,4.8
33,32,3.9
178,47,4.4
104,74,3.8
78,100,3.5
82,41,3.3
176,54,3.9
88,14,4.1
84,6,4.0
145,5,5.0
53,62,3.5
115,62,3.2
35,5,4.7
13,73,4.6
195,25,3.1
58,52,4.0
81,64,3.3
167,29,3.4
107,17,4.1
19,51,3.5
126,44,4.8
106,22,3.1
92,46,4.2
5,77,4.9
130,38,4.7
3,29,3.4
73,49,3.3
93,4,3.6
142,75,4.4
128,39,3.8
18,81,4.3
59,92,4.1
193,49,3.9
155,51,3.5
77,74,4.5
40,45,4.0
111,30,4.8
190,1,4.8
188,36,3.9
65,95,3.9
171,91,4.3
33,103,4.1
123,45,3.5
109,38,4.8
101,1,4.0
89,5,4.9
22,52,4.1
86,104,3.6
35,25,4.2
53,74,3.2
90,76,4.2
170,24,4.6
169,80,4.4
77,19,4.2
53,38,3.1
191,35,4.3
106,31,3.0
139,44,3.8
12,55,4.7
174,77,3.4
164,76,4.5
138,43,3.9
135,76,3.0
155,2,4.5
99,106,3.6
164,24,3.5
173,57,4.2
45,28,4.0
123,11,3.4
114,16,3.1
174,61,4.1
172,5,4.0
119,43,4.0
96,29,3.4
101,81,3.4
74,62,3.5
31,58,4.5
184,11,4.3
18,88,5.0
117,38,4.8
32,40,3.4
146,87,3.5
122,78,3.9
164,14,4.1
114,78,4.7
77,5,4.8
85,85,3.2
76,27,3.4
20,42,3.8
73,64,3.2
93,29,4.0
190,3,4.4
30,59,3.5
106,80,3.7
102,74,3.1
21,15,4.6
198,9,4.0
67,97,3.0
174,79,3.8
196,3,4.2
180,83,3.6
15,1,4.8
109,45,3.7
54,58,4.6
197,95,4.7
147,95,3.8
57,45,3.8
129,57,4.4
121,42,4.0
48,104,4.3
132,94,4.1
158,81,5.0
133,18,4.2
13,76,3.3
147,45,4.0
8,97,3.1
21,79,4.3
57,1,3.3
83,32,3.5
187,17,3.5
186,38,3.7
65,85,4.7
175,96,4.5
49,60,3.2
63,11,4.8
145,8,4.4
115,25,4.1
55,47,4.0
149,34,4.6
41,91,4.4
17,71,4.6
34,87,3.2
3,67,4.4
24,10,4.9
186,40,3.1
145,9,4.1
187,23,3.9
30,79,5.0
31,60,3.2
7,69,3.8
54,106,4.3
64,54,4.5
59,81,3.7
26,44,4.2
129,49,4.5
70,96,3.6
152,17,4.3
9,40,3.2
137,36,3.0
144,88,4.5
163,38,3.2
47,40,4.0
187,81,3.0
162,83,4.1
44,18,3.4
135,3,4.8
103,77,3.6
130,90,4.4
92,65,3.7
21,51,4.6
169,62,4.9
102,85,4.9
176,8,4.6
148,27,3.4
165,27,3.2
51,104,4.4
137,95,3.9
189,58,3.2
64,74,4.6
41,38,4.1
195,104,4.1
177,86,4.9
93,18,4.9
51,47,3.0
184,24,3.5
33,22,4.3
188,60,3.4
174,41,3.2
11,85,3.7
123,9,3.0
115,18,3.5
113,80,4.0
83,3,3.4
17,73,3.4
45,47,4.0
181,27,3.8
112,23,4.0
59,55,3.5
178,47,3.5
28,70,4.3
43,12,4.7
130,81,3.4
98,18,4.8
151,48,3.6
127,49,4.9
157,47,3.6
153,91,3.2
118,39,4.3
49,5,3.3
99,38,3.2
195,32,3.8
102,11,3.7
153,2,3.8
45,23,3.3
48,82,4.0
81,28,4.5
175,59,4.7
58,21,3.3
29,53,4.3
178,63,4.6
160,59,4.2
69,91,4.6
156,8,3.8
123,75,4.8
23,82,4.1
46,66,3.3
175,81,4.7
25,73,4.4
117,69,3.8
128,65,3.5
111,43,3.6
180,27,4.9
177,76,3.5
163,52,3.0
108,33,3.8
115,34,3.3
2,59,3.4
57,60,3.7
153,63,4.1
38,1,3.8
45,43,3.8
11,43,5.0
139,51,4.1
44,60,4.7
43,18,3.2
59,78,3.2
177,53,3.9
46,27,4.4
75,74,4.8
181,28,3.5
127,18,3.4
63,76,4.4
111,43,3.3
119,67,4.8
21,63,4.1
58,26,4.5
67,15,3.5
107,64,3.3
162,67,3.6
81,51,3.3
148,53,3.6
53,78,3.8
6,31,4.4
125,6,3.6
41,72,4.8
114,40,4.7
134,94,3.7
99,55,3.9
110,35,4.4
124,91,3.5
105,44,3.1
123,105,3.8
86,41,4.1
121,94,3.1
48,78,3.2
136,73,4.4
34,89,4.7
24,76,3.3
196,26,3.6
136,1,4.2
11,2,4.8
163,103,3.3
79,61,3.6
73,21,3.3
149,15,3.8
6,10,3.3
77,1,4.8
187,33,3.4
147,3,4.2
85,59,4.9
143,51,3.9
20,91,3.4
31,91,4.9
11,15,3.1
125,69,3.1
52,93,3.7
197,6,4.0
174,28,3.1
128,87,3.9
98,39,3.8
25,12,4.5
193,27,3.5
167,83,3.4
16,79,5.0
54,92,4.6
167,9,4.9
67,90,4.6
40,21,3.3
63,20,4.1
96,39,4.7
139,38,4.2
173,45,3.6
194,93,4.3
158,100,4.0
56,20,4.3
183,36,3.3
40,46,4.5
166,87,4.2
156,40,4.5
125,99,3.9
49,34,4.9
91,18,3.7
47,20,4.8
102,20,4.6
157,13,4.4
109,56,4.6
189,34,5.0
87,55,3.1
155,106,4.8
144,5,3.2
72,60,4.2
5,106,3.8
33,81,4.5
135,36,3.8
102,57,4.2
25,62,3.1
195,70,3.5
11,4,3.9
61,10,3.0
80,17,4.2
154,37,3.1
92,6,3.9
195,66,4.5
46,55,4.8
15,35,4.0
58,106,4.3
140,23,3.3
192,12,4.4
46,14,4.2
109,69,3.8
27,48,4.9
189,85,4.5
25,28,4.3
67,20,4.6
143,43,3.0
199,105,3.8
6,76,3.3
27,72,4.6
107,12,3.8
3,92,3.6
185,39,4.6
121,88,3.2
29,82,3.9
98,20,4.9
169,9,4.8
72,73,3.1
102,8,3.7
165,30,3.8
121,6,4.6
78,72,4.4
156,91,3.1
84,8,4.2
152,15,3.7
103,71,4.3
99,33,3.5
157,2,4.0
105,63,4.2
10,91,3.8
72,58,3.7
90,12,4.7
14,34,3.1
47,9,3.3
51,36,4.1
92,4,4.0
123,103,3.4
56,62,3.2
176,75,4.8
183,5,4.7
43,54,3.4
160,16,3.8
160,74,4.7
128,3,4.2
192,54,4.5
27,87,3.5
157,73,5.0
126,77,4.4
9,64,5.0
169,47,4.9
47,102,3.5
91,30,4.4
43,96,3.3
135,23,3.3
93,39,4.8
21,28,4.7
16,98,4.1
156,23,3.9
19,10,3.8
149,14,4.6
88,29,3.9
189,2,3.1
126,45,3.5
4,80,3.8
133,42,4.6
56,18,3.9
103,24,3.2
4,78,3.4
117,87,4.0
79,51,4.2
171,73,3.6
101,4,3.2
183,102,4.4
28,11,4.5
112,8,3.4
147,51,3.5
162,98,3.8
61,69,3.7
24,68,3.9
92,105,3.8
42,43,3.6
164,23,4.2
7,65,4.1
183,23,4.3
144,84,4.5
145,105,3.9
192,65,3.1
191,8,4.0
81,105,4.3
116,36,4.2
90,25,3.8
37,7,4.9
99,8,4.0
62,49,4.2
193,97,4.4
151,33,4.9
174,20,4.4
30,8,4.9
40,87,4.8
36,84,4.5
133,77,3.5
2,61,4.1
136,29,3.8
115,17,4.2
115,59,3.2
181,95,4.4
155,83,3.8
28,18,3.8
173,90,4.4
83,96,3.1
69,83,4.8
27,58,3.8
50,73,3.9
17,76,4.2
19,84,3.7
63,86,4.4
185,2,4.0
192,18,3.2
183,67,5.0
37,27,4.1
8,86,4.1
77,90,3.9
34,77,4.3
149,87,4.0
11,70,4.9
71,62,4.1
77,28,4.1
108,51,3.6
139,14,4.1
171,75,4.3
99,100,3.2
104,103,3.6
176,23,3.0
32,84,3.3
196,13,3.2
108,57,4.2
1,35,3.5
167,16,4.2
87,58,3.6
14,54,4.9
41,55,4.3
109,48,3.6
116,27,4.5
130,32,3.1
12,68,3.2
115,52,4.3
11,34,5.0
29,72,4.3
111,60,4.6
14,54,3.4
137,51,4.6
79,46,3.4
93,49,3.8
113,57,4.8
