user_id,dtw_id,rating
48,44,4.5
49,26,3.1
49,69,4.7
49,20,4.5
49,77,4.1
49,92,4.2
49,9,4.1
49,96,4.6
50,24,3.9
50,69,3.8
50,49,4.5
50,10,4.6
51,9,3.6
51,50,4.8
51,105,3.1
51,23,3.3
52,35,3.8
52,104,3.4
52,30,3.2
52,7,3.6
52,101,4.6
52,91,3.2
52,38,4.3
52,31,3.8
53,35,3.8
53,87,3.3
53,35,3.9
53,43,3.9
53,54,4.4
53,58,4.2
53,19,3.4
53,100,4.5
54,39,3.5
54,75,4.6
55,33,4.3
55,66,3.6
55,86,3.1
55,59,4.2
55,50,4.2
55,86,3.5
55,39,4.4
55,43,3.6
56,88,4.1
56,64,4.9
56,20,3.7
56,67,4.8
56,51,4.6
56,72,4.6
56,26,3.5
57,68,4.3
57,45,4.9
57,41,4.0
57,35,3.2
57,13,4.5
57,69,3.6
57,67,3.6
58,72,4.3
58,57,5.0
58,19,3.5
58,105,4.6
59,71,3.3
59,42,4.1
59,66,3.2
59,54,3.4
59,103,4.9
59,33,4.3
59,10,3.5
60,68,4.1
60,81,3.9
60,61,3.3
60,34,4.0
60,32,4.8
60,13,4.3
61,67,4.1
61,90,4.4
61,87,4.8
61,58,4.8
62,87,3.2
62,67,3.1
63,76,4.3
63,51,4.9
63,25,3.7
63,72,4.4
63,88,3.1
64,26,3.8
64,83,3.5
64,43,4.6
64,39,3.7
65,55,4.1
65,19,4.5
65,24,3.3
65,1,4.4
65,22,3.7
65,75,4.4
66,75,3.8
66,17,3.7
66,84,4.8
67,66,3.4
67,12,3.7
68,99,4.6
68,34,4.4
68,12,3.8
68,45,4.5
69,43,3.9
69,29,4.8
69,67,4.4
69,27,3.3
70,44,3.2
70,8,3.2
70,103,3.8
70,82,5.0
71,27,3.0
71,95,4.8
71,88,4.5
71,71,3.4
71,26,3.6
71,66,3.8
71,68,4.4
71,35,4.0
72,36,4.0
72,24,4.5
72,16,4.3
73,43,3.1
73,53,4.8
73,101,4.8
74,19,3.3
74,66,3.9
74,52,3.5
74,105,4.8
74,105,4.9
74,6,4.6
75,98,3.4
75,18,4.7
76,33,3.3
76,2,3.4
76,70,4.9
77,46,4.9
77,103,4.6
77,56,3.4
77,37,3.6
77,62,3.9
77,27,4.9
78,34,3.9
78,87,3.1
79,81,4.8
79,2,3.9
79,3,4.6
79,63,3.2
79,92,3.3
79,70,4.3
79,44,4.7
80,6,4.2
80,3,4.4
80,40,4.8
80,11,4.2
80,19,3.4
80,13,4.4
81,95,4.8
81,41,3.9
81,97,3.8
81,74,3.6
82,72,4.4
82,1,3.0
82,68,3.9
82,99,3.2
82,15,4.3
82,50,3.4
83,93,4.1
83,71,4.6
83,72,3.6
83,4,3.5
83,74,4.3
84,9,3.6
84,41,4.8
84,95,3.7
84,72,3.8
85,26,4.2
85,28,4.5
85,87,3.7
85,56,3.3
86,11,3.3
86,42,3.1
86,48,4.8
87,27,4.4
87,39,4.0
87,47,4.6
87,70,4.9
87,105,3.2
87,52,4.7
87,43,4.6
88,58,4.4
88,46,4.4
88,69,4.2
88,24,4.4
88,61,3.4
88,54,3.2
88,71,3.6
88,67,4.1
89,18,4.2
89,67,3.4
89,2,3.8
90,54,3.1
90,54,3.0
90,13,3.9
90,89,3.2
90,3,4.7
90,36,4.6
91,5,4.6
91,85,4.7
91,103,4.9
91,9,3.0
91,20,3.7
91,91,4.7
91,72,4.4
91,15,4.0
92,51,4.9
92,15,3.2
92,81,4.6
92,42,4.4
92,33,4.7
92,74,3.5
92,46,4.1
93,64,3.9
93,71,4.2
94,20,4.5
94,49,4.5
94,81,3.7
94,6,3.5
94,32,4.0
94,57,3.9
95,36,4.1
95,12,3.9
96,49,4.9
96,90,3.9
96,14,4.5
96,26,3.8
96,30,4.4
97,14,4.2
97,55,3.5
97,54,3.4
97,28,4.7
97,9,3.3
97,25,4.4
97,73,4.4
97,32,4.6
98,2,4.1
98,18,3.2
98,77,3.9
98,9,3.1
98,92,3.6
98,75,3.1
99,19,5.0
99,98,3.8
99,53,3.2
99,78,3.4
99,99,4.9
99,14,4.2
100,100,3.3
100,15,4.1
100,53,4.9
